date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:09	54502/54502	---M-Z	200	added ('OK')	image/png	etag:W/%225fd20930-d4e6%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/Screen-Shot-2020-06-11-at-9.44.40-AM-521x1024.png	wp-content/uploads/2020/06/Screen-Shot-2020-06-11-at-9.44.40-AM-521x1024.png	(from https://dumpsterapp.mobi/how-to-restore-a-deleted-document-on-android/)
14:18:09	18811/18811	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:09%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/957	wp-json/wp/v2/posts/957.json	(from https://dumpsterapp.mobi/featured-google-play-apps/)
14:18:10	802/802	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/featured-google-play-apps/feed/	featured-google-play-apps/feed/index.html	(from https://dumpsterapp.mobi/featured-google-play-apps/)
14:18:11	2827/2827	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:11%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Ffeatured-google-play-apps%2F	wp-json/oembed/1.0/embedc108.json	(from https://dumpsterapp.mobi/featured-google-play-apps/)
14:18:12	61614/61614	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:11%20GMT	https://dumpsterapp.mobi/faq/what-file-types-are-supported-on-dumpster/	faq/what-file-types-are-supported-on-dumpster/index.html	(from https://dumpsterapp.mobi/how-to-restore-a-deleted-document-on-android/)
14:18:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:11%20GMT	https://dumpsterapp.mobi/?p=957	index9a38.html	(from https://dumpsterapp.mobi/featured-google-play-apps/)
14:18:12	2945/2945	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:12%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Ffeatured-google-play-apps%2F&format=xml	wp-json/oembed/1.0/embed8583	(from https://dumpsterapp.mobi/featured-google-play-apps/)
14:18:13	15404/15404	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:13%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/508	wp-json/wp/v2/posts/508.json	(from https://dumpsterapp.mobi/5-phone-safety-tips-apps-for-photographers/)
14:18:14	860/860	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/5-phone-safety-tips-apps-for-photographers/feed/	5-phone-safety-tips-apps-for-photographers/feed/index.html	(from https://dumpsterapp.mobi/5-phone-safety-tips-apps-for-photographers/)
14:18:14	2900/2900	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:14%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2F5-phone-safety-tips-apps-for-photographers%2F	wp-json/oembed/1.0/embedc1df.json	(from https://dumpsterapp.mobi/5-phone-safety-tips-apps-for-photographers/)
14:18:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:15%20GMT	https://dumpsterapp.mobi/?p=508	indexa5f2.html	(from https://dumpsterapp.mobi/5-phone-safety-tips-apps-for-photographers/)
14:18:15	3022/3022	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:15%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2F5-phone-safety-tips-apps-for-photographers%2F&format=xml	wp-json/oembed/1.0/embedc7ef	(from https://dumpsterapp.mobi/5-phone-safety-tips-apps-for-photographers/)
14:18:16	16635/16635	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:16%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/373	wp-json/wp/v2/posts/373.json	(from https://dumpsterapp.mobi/7-easy-ways-to-block-hackers-from-your-android-phone/)
14:18:17	883/883	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/7-easy-ways-to-block-hackers-from-your-android-phone/feed/	7-easy-ways-to-block-hackers-from-your-android-phone/feed/index.html	(from https://dumpsterapp.mobi/7-easy-ways-to-block-hackers-from-your-android-phone/)
14:18:17	2907/2907	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:17%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2F7-easy-ways-to-block-hackers-from-your-android-phone%2F	wp-json/oembed/1.0/embed6a4d.json	(from https://dumpsterapp.mobi/7-easy-ways-to-block-hackers-from-your-android-phone/)
14:18:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:18%20GMT	https://dumpsterapp.mobi/?p=373	index7080.html	(from https://dumpsterapp.mobi/7-easy-ways-to-block-hackers-from-your-android-phone/)
14:18:18	3025/3025	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:18%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2F7-easy-ways-to-block-hackers-from-your-android-phone%2F&format=xml	wp-json/oembed/1.0/embed4666	(from https://dumpsterapp.mobi/7-easy-ways-to-block-hackers-from-your-android-phone/)
14:18:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:19%20GMT	https://dumpsterapp.mobi/how-to-restore-deleted-videos-using-dumpster/%20	how-to-restore-deleted-videos-using-dumpster/	(from https://dumpsterapp.mobi/category/restore-photos-video/page/2/)
14:18:20	20687/20687	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225fd1fdfc-50cf%22	https://dumpsterapp.mobi/wp-content/uploads/2020/06/Restoredeletedvideos.jpeg	wp-content/uploads/2020/06/Restoredeletedvideos.jpg	(from https://dumpsterapp.mobi/category/restore-photos-video/page/2/)
14:18:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:21%20GMT	https://dumpsterapp.mobi/how-to-restore-deleted-photos-on-android/%20	how-to-restore-deleted-photos-on-android/	(from https://dumpsterapp.mobi/category/restore-photos-video/page/2/)
14:18:22	61751/61751	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:21%20GMT	https://dumpsterapp.mobi/how-to-restore-deleted-videos-using-dumpster/	how-to-restore-deleted-videos-using-dumpster/index.html	(from https://dumpsterapp.mobi/category/restore-photos-video/page/2/)
14:18:23	2750558/2750558	---M-Z	200	added ('OK')	image/png	etag:W/%225e036e8c-29f85e%22	https://dumpsterapp.mobi/wp-content/uploads/2019/12/Screen-Shot-2019-12-25-at-16.13.19.png	wp-content/uploads/2019/12/Screen-Shot-2019-12-25-at-16.13.19.png	(from https://dumpsterapp.mobi/category/restore-photos-video/page/2/)
14:18:23	62994/62994	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:23%20GMT	https://dumpsterapp.mobi/how-to-restore-deleted-photos-on-android/	how-to-restore-deleted-photos-on-android/index.html	(from https://dumpsterapp.mobi/category/restore-photos-video/page/2/)
14:18:23	14214/14214	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:23%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/521	wp-json/wp/v2/posts/521.json	(from https://dumpsterapp.mobi/how-to-recover-deleted-songs-on-android/)
14:18:24	844/844	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/how-to-recover-deleted-songs-on-android/feed/	how-to-recover-deleted-songs-on-android/feed/index.html	(from https://dumpsterapp.mobi/how-to-recover-deleted-songs-on-android/)
14:18:24	2870/2870	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:24%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-to-recover-deleted-songs-on-android%2F	wp-json/oembed/1.0/embed8788.json	(from https://dumpsterapp.mobi/how-to-recover-deleted-songs-on-android/)
14:18:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:25%20GMT	https://dumpsterapp.mobi/?p=521	index1b7d.html	(from https://dumpsterapp.mobi/how-to-recover-deleted-songs-on-android/)
14:18:25	2990/2990	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:25%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-to-recover-deleted-songs-on-android%2F&format=xml	wp-json/oembed/1.0/embed2fc8	(from https://dumpsterapp.mobi/how-to-recover-deleted-songs-on-android/)
14:18:26	14023/14023	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:26%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/514	wp-json/wp/v2/posts/514.json	(from https://dumpsterapp.mobi/how-to-recover-deleted-apps-on-android/)
14:18:27	841/841	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/how-to-recover-deleted-apps-on-android/feed/	how-to-recover-deleted-apps-on-android/feed/index.html	(from https://dumpsterapp.mobi/how-to-recover-deleted-apps-on-android/)
14:18:27	2848/2848	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:27%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-to-recover-deleted-apps-on-android%2F	wp-json/oembed/1.0/embed45df.json	(from https://dumpsterapp.mobi/how-to-recover-deleted-apps-on-android/)
14:18:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:28%20GMT	https://dumpsterapp.mobi/?p=514	indexcaae.html	(from https://dumpsterapp.mobi/how-to-recover-deleted-apps-on-android/)
14:18:28	2968/2968	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:28%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-to-recover-deleted-apps-on-android%2F&format=xml	wp-json/oembed/1.0/embed22cf	(from https://dumpsterapp.mobi/how-to-recover-deleted-apps-on-android/)
14:18:29	13877/13877	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:29%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/494	wp-json/wp/v2/posts/494.json	(from https://dumpsterapp.mobi/how-do-i-undelete-a-podcast-recording/)
14:18:30	839/839	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/how-do-i-undelete-a-podcast-recording/feed/	how-do-i-undelete-a-podcast-recording/feed/index.html	(from https://dumpsterapp.mobi/how-do-i-undelete-a-podcast-recording/)
14:18:30	2839/2839	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:30%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-do-i-undelete-a-podcast-recording%2F	wp-json/oembed/1.0/embedcee7.json	(from https://dumpsterapp.mobi/how-do-i-undelete-a-podcast-recording/)
14:18:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:31%20GMT	https://dumpsterapp.mobi/?p=494	indexdba8.html	(from https://dumpsterapp.mobi/how-do-i-undelete-a-podcast-recording/)
14:18:31	2957/2957	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:31%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-do-i-undelete-a-podcast-recording%2F&format=xml	wp-json/oembed/1.0/embed893e	(from https://dumpsterapp.mobi/how-do-i-undelete-a-podcast-recording/)
14:18:32	13968/13968	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:32%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/482	wp-json/wp/v2/posts/482.json	(from https://dumpsterapp.mobi/how-to-undelete-an-audio-file-on-android/)
14:18:33	2876/2876	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:33%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-to-undelete-an-audio-file-on-android%2F	wp-json/oembed/1.0/embedb09a.json	(from https://dumpsterapp.mobi/how-to-undelete-an-audio-file-on-android/)
14:18:34	847/847	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/how-to-undelete-an-audio-file-on-android/feed/	how-to-undelete-an-audio-file-on-android/feed/index.html	(from https://dumpsterapp.mobi/how-to-undelete-an-audio-file-on-android/)
14:18:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:34%20GMT	https://dumpsterapp.mobi/?p=482	index54a8.html	(from https://dumpsterapp.mobi/how-to-undelete-an-audio-file-on-android/)
14:18:34	3000/3000	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:34%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-to-undelete-an-audio-file-on-android%2F&format=xml	wp-json/oembed/1.0/embedc874	(from https://dumpsterapp.mobi/how-to-undelete-an-audio-file-on-android/)
14:18:35	14977/14977	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:35%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/470	wp-json/wp/v2/posts/470.json	(from https://dumpsterapp.mobi/best-trusted-free-android-photo-editing-apps/)
14:18:36	3072/3072	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:36%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fbest-trusted-free-android-photo-editing-apps%2F	wp-json/oembed/1.0/embed5486.json	(from https://dumpsterapp.mobi/best-trusted-free-android-photo-editing-apps/)
14:18:37	859/859	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/best-trusted-free-android-photo-editing-apps/feed/	best-trusted-free-android-photo-editing-apps/feed/index.html	(from https://dumpsterapp.mobi/best-trusted-free-android-photo-editing-apps/)
14:18:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:37%20GMT	https://dumpsterapp.mobi/?p=470	index1beb.html	(from https://dumpsterapp.mobi/best-trusted-free-android-photo-editing-apps/)
14:18:37	3194/3194	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:37%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fbest-trusted-free-android-photo-editing-apps%2F&format=xml	wp-json/oembed/1.0/embedd80f	(from https://dumpsterapp.mobi/best-trusted-free-android-photo-editing-apps/)
14:18:38	14990/14990	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:38%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/posts/542	wp-json/wp/v2/posts/542.json	(from https://dumpsterapp.mobi/how-to-transfer-photos-from-your-android-phone-to-pc/)
14:18:39	883/883	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/how-to-transfer-photos-from-your-android-phone-to-pc/feed/	how-to-transfer-photos-from-your-android-phone-to-pc/feed/index.html	(from https://dumpsterapp.mobi/how-to-transfer-photos-from-your-android-phone-to-pc/)
14:18:40	2912/2912	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:40%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-to-transfer-photos-from-your-android-phone-to-pc%2F	wp-json/oembed/1.0/embed9136.json	(from https://dumpsterapp.mobi/how-to-transfer-photos-from-your-android-phone-to-pc/)
14:18:41	57060/57060	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:40%20GMT	https://dumpsterapp.mobi/category/all/page/5/	category/all/page/5/index.html	(from https://dumpsterapp.mobi/category/all/page/4/)
14:18:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:40%20GMT	https://dumpsterapp.mobi/?p=542	index0d79.html	(from https://dumpsterapp.mobi/how-to-transfer-photos-from-your-android-phone-to-pc/)
14:18:41	3032/3032	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:41%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Fhow-to-transfer-photos-from-your-android-phone-to-pc%2F&format=xml	wp-json/oembed/1.0/embeddfbb	(from https://dumpsterapp.mobi/how-to-transfer-photos-from-your-android-phone-to-pc/)
14:18:42	8322/8322	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:42%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/faq/420	wp-json/wp/v2/faq/420.json	(from https://dumpsterapp.mobi/faq/how-does-deep-scan-recovery-work/)
14:18:43	2644/2644	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:43%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Ffaq%2Fhow-does-deep-scan-recovery-work%2F	wp-json/oembed/1.0/embed70f5.json	(from https://dumpsterapp.mobi/faq/how-does-deep-scan-recovery-work/)
14:18:44	2722/2722	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:18:44%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Ffaq%2Fhow-does-deep-scan-recovery-work%2F&format=xml	wp-json/oembed/1.0/embed47e6	(from https://dumpsterapp.mobi/faq/how-does-deep-scan-recovery-work/)
14:18:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:44%20GMT	https://dumpsterapp.mobi/?p=420	index17d3.html	(from https://dumpsterapp.mobi/faq/how-does-deep-scan-recovery-work/)
14:18:45	4600/4600	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:18:45%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/faq_cat/48	wp-json/wp/v2/faq_cat/48.json	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:46%20GMT	https://dumpsterapp.mobi/faq/benefits-of-deep-scan-recovery/%20	faq/benefits-of-deep-scan-recovery/	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:47%20GMT	https://dumpsterapp.mobi/faq/locating-lost-file-using-the-quick-scroll/%20	faq/locating-lost-file-using-the-quick-scroll/	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:48	9579/9579	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/feed/	faq_cat/deep-scan-recovery/feed/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:49%20GMT	https://dumpsterapp.mobi/faq/how-does-deep-scan-recovery-work/%20	faq/how-does-deep-scan-recovery-work/%20.110.delayed	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:18:50%20GMT	https://dumpsterapp.mobi/faq/can-dumpster-retrieve-files-i-deleted-before-downloading-the-app/%20	faq/can-dumpster-retrieve-files-i-deleted-before-downloading-the-app/	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:51	54698/54698	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:50%20GMT	https://dumpsterapp.mobi/faq/benefits-of-deep-scan-recovery/	faq/benefits-of-deep-scan-recovery/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:53	51082/51082	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:52%20GMT	https://dumpsterapp.mobi/faq/locating-lost-file-using-the-quick-scroll/	faq/locating-lost-file-using-the-quick-scroll/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:55	51949/51949	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:54%20GMT	https://dumpsterapp.mobi/faq_cat/general/	faq_cat/general/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:56	51322/51322	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:54%20GMT	https://dumpsterapp.mobi/faq/can-dumpster-retrieve-files-i-deleted-before-downloading-the-app/	faq/can-dumpster-retrieve-files-i-deleted-before-downloading-the-app/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:18:59	49645/49645	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:58%20GMT	https://dumpsterapp.mobi/faq_cat/about-dumpster/	faq_cat/about-dumpster/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:19:00	49961/49961	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:18:59%20GMT	https://dumpsterapp.mobi/faq_cat/devices/	faq_cat/devices/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:19:01	52188/52188	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:19:00%20GMT	https://dumpsterapp.mobi/faq_cat/photos-videos-files/	faq_cat/photos-videos-files/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:19:04	51047/51047	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:19:02%20GMT	https://dumpsterapp.mobi/faq_cat/deleting/	faq_cat/deleting/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:19:05	50001/50001	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:19:04%20GMT	https://dumpsterapp.mobi/faq_cat/restoring/	faq_cat/restoring/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:19:06	49576/49576	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:19:05%20GMT	https://dumpsterapp.mobi/faq_cat/storage/	faq_cat/storage/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:19:07	50036/50036	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:19:07%20GMT	https://dumpsterapp.mobi/faq_cat/premium-plan/	faq_cat/premium-plan/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:19:08	4625/4625	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:19:08%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/categories/5	wp-json/wp/v2/categories/5.json	(from https://dumpsterapp.mobi/category/buying-a-new-phone/)
14:19:09	1180/1180	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/category/buying-a-new-phone/feed/	category/buying-a-new-phone/feed/index.html	(from https://dumpsterapp.mobi/category/buying-a-new-phone/)
14:19:10	50053/50053	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:19:10%20GMT	https://dumpsterapp.mobi/faq_cat/terms/	faq_cat/terms/index.html	(from https://dumpsterapp.mobi/faq_cat/deep-scan-recovery/)
14:19:10	4528/4528	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:19:10%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/categories/10	wp-json/wp/v2/categories/10.json	(from https://dumpsterapp.mobi/category/rooting-device/)
14:19:10	1168/1168	---M--	200	added ('OK')	application/rss+xml	etag:%22d0c85f698068f84b1f602aa06ce72ada%22	https://dumpsterapp.mobi/category/rooting-device/feed/	category/rooting-device/feed/index.html	(from https://dumpsterapp.mobi/category/rooting-device/)
14:19:10	46138/46138	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2011:19:10%20GMT	https://dumpsterapp.mobi/tips/page/3/	tips/page/3/index.html	(from https://dumpsterapp.mobi/tips/page/2/)
14:19:11	7280/7280	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:19:11%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/faq/385	wp-json/wp/v2/faq/385.json	(from https://dumpsterapp.mobi/faq/how-does-cloud-storage-work/)
14:19:11	2645/2645	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:19:11%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Ffaq%2Fhow-does-cloud-storage-work%2F	wp-json/oembed/1.0/embed9757.json	(from https://dumpsterapp.mobi/faq/how-does-cloud-storage-work/)
14:19:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2011:19:12%20GMT	https://dumpsterapp.mobi/?p=385	indexf1ac.html	(from https://dumpsterapp.mobi/faq/how-does-cloud-storage-work/)
14:19:12	2723/2723	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2011:19:12%20GMT	https://dumpsterapp.mobi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdumpsterapp.mobi%2Ffaq%2Fhow-does-cloud-storage-work%2F&format=xml	wp-json/oembed/1.0/embedcd78	(from https://dumpsterapp.mobi/faq/how-does-cloud-storage-work/)
14:19:13	25181/25181	---M-Z	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2011:19:13%20GMT	https://dumpsterapp.mobi/wp-json/wp/v2/faq/387	wp-json/wp/v2/faq/387.json	(from https://dumpsterapp.mobi/faq/what-file-types-are-supported-on-dumpster/)
